"Table with fips codes in column A and area names in column B, column headers in rows 12 through 13.  United States in row 15, regions start in row 17, state totals start in row 24, county by state start in row 78, minor civil divisions by new england start start in row 3239, and metropolitan areas start in row 4823.",,,,,,
" Census 2000 PHC-T-22.  Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, Metropolitan Areas, and Puerto Rico: 2000 ",,,,,,
"Table 1.  Gross Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, and Metropolitan Areas:  2000",,,,,,
,,,,,,
" Source:  U. S. Census Bureau, Census 2000, special tabulation. ",,,,,,
" Internet release date:  August 6, 2003 ",,,,,,
" [Data based on a sample. For information on confidentiality protection, sampling error, nonsampling error, and definitions, see http://www.census.gov/prod/cen2000/doc/sf3.pdf] ",,,,,,
 (X) Not applicable ,,,,,,
"1/ This category includes movers from foreign countries, as well as movers from Puerto Rico, U.S. Island Areas, and U.S. minor outlying islands.",,,,,,
"2/ Most independent cities in Virginia were combined with an adjacent or surrounding county.  Exceptions were the independent cities of Colonial Heights, Hampton, Newport News, Suffolk, and Virginia Beach.  See endnote for complete list of county/city combinations.",,,,,,
 - Represents or rounds to zero ,,,,,,
 FIPS Code	,Geographic Area of Residence in 2000, Population 5 years and over , Same residence (nonmovers) , Different residence 5 years ago ,,
 37000 ,  Lowell city," 97,516 "," 48,748 "," 48,768 "," 22,714 "," 6,759 "
 37875 ,  Malden city," 53,061 "," 28,927 "," 24,134 "," 6,342 "," 4,016 "
 38715 ,  Marlborough city," 33,891 "," 17,540 "," 16,351 "," 5,185 "," 2,400 "
 39625 ,  Maynard town," 9,715 "," 6,008 "," 3,707 ", 704 , 191
 39835 ,  Medford city," 53,060 "," 31,901 "," 21,159 "," 4,909 "," 1,973 "
 40115 ,  Melrose city," 25,308 "," 16,887 "," 8,421 "," 2,188 ", 273
 43895 ,  Natick town," 29,863 "," 18,459 "," 11,404 "," 2,666 ", 701
 45560 ,  Newton city," 79,230 "," 47,588 "," 31,642 "," 6,194 "," 3,408 "
 48955 ,  North Reading town," 12,786 "," 9,125 "," 3,661 ", 732 , 94
 52805 ,  Pepperell town," 10,321 "," 6,220 "," 4,101 "," 1,357 ", 84
 56130 ,  Reading town," 21,919 "," 14,847 "," 7,072 "," 1,922 ", 230
 61380 ,  Sherborn town," 3,878 "," 2,707 "," 1,171 ", 159 , 26
 61590 ,  Shirley town," 5,998 "," 3,505 "," 2,493 ", 448 , 183
 62535 ,  Somerville city," 74,034 "," 32,931 "," 41,103 "," 7,820 "," 7,366 "
 67665 ,  Stoneham town," 20,927 "," 13,926 "," 7,001 "," 1,493 ", 257
 68050 ,  Stow town," 5,388 "," 3,695 "," 1,693 ", 167 , 49
 68260 ,  Sudbury town," 15,354 "," 10,209 "," 5,145 ", 894 , 346
 69415 ,  Tewksbury town," 26,831 "," 17,968 "," 8,863 "," 2,254 ", 167
 70360 ,  Townsend town," 8,544 "," 6,122 "," 2,422 ", 514 , 79
 71025 ,  Tyngsborough town," 10,115 "," 6,212 "," 3,903 ", 555 , 50
 72215 ,  Wakefield town," 23,276 "," 15,684 "," 7,592 "," 2,273 ", 288
 72600 ,  Waltham city," 56,476 "," 29,242 "," 27,234 "," 6,934 "," 3,296 "
 73440 ,  Watertown city," 31,547 "," 16,460 "," 15,087 "," 2,851 "," 1,504 "
 73790 ,  Wayland town," 12,191 "," 8,261 "," 3,930 ", 762 , 76
 76135 ,  Westford town," 18,936 "," 12,057 "," 6,879 "," 1,301 ", 209
 77255 ,  Weston town," 10,648 "," 7,030 "," 3,618 ", 538 , 290
 80230 ,  Wilmington town," 19,665 "," 14,154 "," 5,511 "," 1,187 ", 81
 80510 ,  Winchester town," 19,312 "," 11,979 "," 7,333 "," 2,153 ", 514
 81035 ,  Woburn city," 35,237 "," 22,187 "," 13,050 "," 3,664 "," 1,152 "
 43790 ,  Nantucket town," 8,981 "," 4,878 "," 4,103 "," 1,632 ", 391
 02935 ,  Avon town," 4,186 "," 3,075 "," 1,111 ", 256 , 16
 04930 ,  Bellingham town," 14,253 "," 9,689 "," 4,564 "," 1,041 ", 40
 07665 ,  Braintree town," 31,826 "," 21,948 "," 9,878 "," 2,718 ", 304
 09175 ,  Brookline town," 54,420 "," 23,671 "," 30,749 "," 5,812 "," 5,332 "
 11315 ,  Canton town," 19,396 "," 12,179 "," 7,217 "," 1,730 ", 218
 14640 ,  Cohasset town," 6,731 "," 4,075 "," 2,656 ", 805 , 81
 16495 ,  Dedham town," 22,012 "," 15,301 "," 6,711 "," 1,979 ", 184
 17405 ,  Dover town," 5,164 "," 3,396 "," 1,768 ", 256 , 247
 24820 ,  Foxborough town," 15,151 "," 9,428 "," 5,723 "," 1,787 ", 162
 25100 ,  Franklin city," 26,708 "," 15,706 "," 11,002 "," 3,531 ", 480
 30455 ,  Holbrook town," 10,107 "," 6,687 "," 3,420 ", 995 , 44
 39765 ,  Medfield town," 11,245 "," 7,503 "," 3,742 ", 814 , 115
 39975 ,  Medway town," 11,386 "," 7,674 "," 3,712 ", 723 , 118
 41515 ,  Millis town," 7,263 "," 4,705 "," 2,558 ", 747 , 43
 41690 ,  Milton town," 24,406 "," 17,152 "," 7,254 "," 1,931 ", 298
 44105 ,  Needham town," 26,718 "," 18,623 "," 8,095 "," 2,182 ", 562
 46050 ,  Norfolk town," 9,692 "," 6,848 "," 2,844 ", 710 , 177
 50250 ,  Norwood town," 26,826 "," 16,459 "," 10,367 "," 2,790 "," 1,073 "
 54100 ,  Plainville town," 7,161 "," 4,474 "," 2,687 ", 300 , 109
 55745 ,  Quincy city," 83,593 "," 46,789 "," 36,804 "," 13,277 "," 4,284 "
 55955 ,  Randolph town," 29,141 "," 18,548 "," 10,593 "," 2,094 ", 861
 60785 ,  Sharon town," 16,214 "," 11,417 "," 4,797 "," 1,329 ", 259
 67945 ,  Stoughton town," 25,623 "," 16,662 "," 8,961 "," 2,887 ", 514
 72495 ,  Walpole town," 21,277 "," 14,341 "," 6,936 "," 1,412 ", 178
 74175 ,  Wellesley town," 24,705 "," 14,582 "," 10,123 "," 1,863 "," 1,182 "
 78690 ,  Westwood town," 13,002 "," 9,114 "," 3,888 "," 1,157 ", 129
 78865 ,  Weymouth town," 50,529 "," 32,041 "," 18,488 "," 5,787 ", 742
 82315 ,  Wrentham town," 9,753 "," 6,353 "," 3,400 ", 713 , 69
 00170 ,  Abington town," 13,560 "," 9,457 "," 4,103 "," 1,122 ", 41
 08085 ,  Bridgewater town," 23,581 "," 13,478 "," 10,103 "," 1,883 ", 285
 09000 ,  Brockton city," 87,671 "," 50,341 "," 37,330 "," 18,068 "," 3,741 "
 11665 ,  Carver town," 10,425 "," 6,950 "," 3,475 ", 784 , 17
 17895 ,  Duxbury town," 13,240 "," 8,730 "," 4,510 "," 1,224 ", 41
 18455 ,  East Bridgewater town," 12,059 "," 8,207 "," 3,852 "," 1,075 ", 72
 27795 ,  Halifax town," 6,990 "," 4,637 "," 2,353 ", 356 , -
 28285 ,  Hanover town," 12,153 "," 8,796 "," 3,357 ", 729 , 31
 28495 ,  Hanson town," 8,823 "," 6,717 "," 2,106 ", 390 , 77
 30210 ,  Hingham town," 18,389 "," 13,195 "," 5,194 "," 1,380 ", 229
 31645 ,  Hull town," 10,409 "," 6,420 "," 3,989 "," 1,322 ", 59
 33220 ,  Kingston town," 10,777 "," 6,918 "," 3,859 ", 895 , 52
 33920 ,  Lakeville town," 9,047 "," 5,863 "," 3,184 ", 701 , 14
 38540 ,  Marion town," 4,832 "," 2,868 "," 1,964 ", 415 , 57
 38855 ,  Marshfield town," 22,421 "," 14,549 "," 7,872 "," 2,789 ", 165
 39450 ,  Mattapoisett town," 5,953 "," 4,087 "," 1,866 ", 540 , 52
 40850 ,  Middleborough town," 18,596 "," 11,058 "," 7,538 "," 2,803 ", 115
 50145 ,  Norwell town," 9,053 "," 6,482 "," 2,571 ", 565 , 15
 52630 ,  Pembroke town," 15,603 "," 11,106 "," 4,497 ", 898 , 11
 54310 ,  Plymouth town," 48,277 "," 28,256 "," 20,021 "," 6,610 ", 425
 54415 ,  Plympton town," 2,472 "," 1,911 ", 561 , 72 , -
 57600 ,  Rochester town," 4,305 "," 3,341 ", 964 , 119 , 4
 57775 ,  Rockland town," 16,380 "," 10,940 "," 5,440 "," 1,589 ", 135
 60330 ,  Scituate town," 16,599 "," 10,892 "," 5,707 "," 1,958 ", 106
 72985 ,  Wareham town," 19,129 "," 11,107 "," 8,022 "," 3,079 ", 89
 75260 ,  West Bridgewater town," 6,259 "," 4,637 "," 1,622 ", 221 , 19
 79530 ,  Whitman town," 12,942 "," 8,270 "," 4,672 "," 1,272 ", 177
 07000 ,  Boston city," 557,376 "," 266,242 "," 291,134 "," 122,369 "," 41,329 "
 13205 ,  Chelsea city," 32,314 "," 16,151 "," 16,163 "," 5,609 "," 4,550 "
 56585 ,  Revere city," 44,621 "," 27,943 "," 16,678 "," 5,755 "," 2,662 "
 80930 ,  Winthrop town," 17,397 "," 11,071 "," 6,326 "," 2,578 ", 460
 01885 ,  Ashburnham town," 5,198 "," 3,778 "," 1,420 ", 297 , 50
 02480 ,  Athol town," 10,680 "," 6,494 "," 4,186 "," 1,756 ", 64
 02760 ,  Auburn town," 15,047 "," 10,148 "," 4,899 "," 1,288 ", 129
 03740 ,  Barre town," 4,787 "," 3,113 "," 1,674 ", 535 , -
 05490 ,  Berlin town," 2,206 "," 1,568 ", 638 , 85 , 2
 06015 ,  Blackstone town," 8,226 "," 5,752 "," 2,474 ", 818 , 6
 06365 ,  Bolton town," 3,817 "," 2,446 "," 1,371 ", 163 , 35
 07525 ,  Boylston town," 3,763 "," 2,391 "," 1,372 ", 293 , 69
 09105 ,  Brookfield town," 2,874 "," 1,916 ", 958 , 187 , 8
 12715 ,  Charlton town," 10,427 "," 7,398 "," 3,029 ", 652 , 71
 14395 ,  Clinton town," 12,629 "," 7,058 "," 5,571 "," 2,145 ", 465
 17300 ,  Douglas town," 6,448 "," 3,977 "," 2,471 ", 382 , 105
 17685 ,  Dudley town," 9,459 "," 6,142 "," 3,317 ", 997 , 95
 18560 ,  East Brookfield town," 1,973 "," 1,372 ", 601 , 110 , 5
 23875 ,  Fitchburg city," 36,704 "," 19,762 "," 16,942 "," 7,622 ", 940
 25485 ,  Gardner city," 19,530 "," 11,170 "," 8,360 "," 3,601 ", 169
 26430 ,  Grafton town," 13,792 "," 7,921 "," 5,871 "," 1,384 ", 105
 28740 ,  Hardwick town," 2,483 "," 1,648 ", 835 , 149 , 11
 28950 ,  Harvard town," 5,639 "," 3,478 "," 2,161 ", 252 , 220
 30560 ,  Holden town," 14,623 "," 9,725 "," 4,898 "," 1,237 ", 57
 30945 ,  Hopedale town," 5,496 "," 3,694 "," 1,802 ", 339 , 38
 31435 ,  Hubbardston town," 3,605 "," 2,186 "," 1,419 ", 191 , 8
 34165 ,  Lancaster town," 7,009 "," 4,220 "," 2,789 ", 327 , 171
 34795 ,  Leicester town," 9,896 "," 6,726 "," 3,170 ", 980 , 165
 35075 ,  Leominster city," 38,321 "," 21,917 "," 16,404 "," 6,684 "," 1,526 "
 37420 ,  Lunenburg town," 8,850 "," 6,538 "," 2,312 ", 576 , 38
 40255 ,  Mendon town," 4,859 "," 3,167 "," 1,692 ", 191 , 16
 41165 ,  Milford town," 24,851 "," 14,467 "," 10,384 "," 3,853 ", 686
 41340 ,  Millbury town," 12,058 "," 8,219 "," 3,839 "," 1,303 ", 27
 41585 ,  Millville town," 2,510 "," 1,536 ", 974 , 120 , 34
 45105 ,  New Braintree town, 872 , 628 , 244 , 22 , 5
 46820 ,  Northborough town," 12,998 "," 7,890 "," 5,108 "," 1,121 ", 121
 46925 ,  Northbridge town," 12,266 "," 7,053 "," 5,213 "," 1,968 ", 29
 47135 ,  North Brookfield town," 4,445 "," 2,917 "," 1,528 ", 372 , 53
 50670 ,  Oakham town," 1,590 "," 1,287 ", 303 , 42 , 11
 51825 ,  Oxford town," 12,484 "," 7,985 "," 4,499 "," 1,233 ", 20
 52420 ,  Paxton town," 4,166 "," 2,869 "," 1,297 ", 243 , 37
 53120 ,  Petersham town," 1,114 ", 735 , 379 , 51 , 27
 53225 ,  Phillipston town," 1,531 "," 1,133 ", 398 , 27 , 3
 55395 ,  Princeton town," 3,153 "," 2,144 "," 1,009 ", 251 , 7
 58580 ,  Royalston town," 1,137 ", 815 , 322 , 17 , -
 58825 ,  Rutland town," 5,828 "," 3,527 "," 2,301 ", 321 , 31
 61800 ,  Shrewsbury town," 29,157 "," 16,386 "," 12,771 "," 2,705 ", 936
 63165 ,  Southborough town," 7,901 "," 4,861 "," 3,040 ", 821 , 200
 63270 ,  Southbridge town," 15,995 "," 8,701 "," 7,294 "," 3,572 ", 477
 66105 ,  Spencer town," 10,926 "," 7,302 "," 3,624 "," 1,538 ", 112
 67385 ,  Sterling town," 6,803 "," 4,614 "," 2,189 ", 653 , 9
 68155 ,  Sturbridge town," 7,394 "," 4,602 "," 2,792 ", 732 , 7
 68610 ,  Sutton town," 7,634 "," 5,022 "," 2,612 ", 430 , 12
 69275 ,  Templeton town," 6,349 "," 4,283 "," 2,066 ", 547 , 6
 71480 ,  Upton town," 5,060 "," 3,535 "," 1,525 ", 352 , 62
 71620 ,  Uxbridge town," 10,226 "," 5,967 "," 4,259 "," 1,329 ", 73
 73090 ,  Warren town," 4,500 "," 2,941 "," 1,559 ", 506 , -
 73895 ,  Webster town," 15,346 "," 9,193 "," 6,153 "," 2,303 ", 243
 75015 ,  Westborough town," 16,731 "," 8,742 "," 7,989 "," 1,536 "," 1,090 "
 75155 ,  West Boylston town," 7,163 "," 4,139 "," 3,024 ", 600 , 324
 75400 ,  West Brookfield town," 3,610 "," 2,272 "," 1,338 ", 367 , 15
 77010 ,  Westminster town," 6,484 "," 4,639 "," 1,845 ", 453 , 81
 80405 ,  Winchendon town," 8,964 "," 5,382 "," 3,582 "," 1,304 ", 48
 82000 ,  Worcester city," 161,570 "," 82,066 "," 79,504 "," 36,971 "," 10,232 "
New Hampshire,,,,,,
 01060 ,  Alton town," 4,202 "," 2,370 "," 1,832 ", 359 , 31
 03220 ,  Barnstead town," 3,651 "," 2,098 "," 1,553 ", 250 , 18
 04740 ,  Belmont town," 6,359 "," 3,855 "," 2,504 ", 594 , 11
 10660 ,  Center Harbor town, 965 , 649 , 316 , 32 , 2
 28740 ,  Gilford town," 6,433 "," 3,812 "," 2,621 ", 786 , 25
 28980 ,  Gilmanton town," 2,905 "," 1,994 ", 911 , 158 , 9
 40180 ,  Laconia city," 15,545 "," 7,536 "," 8,009 "," 3,333 ", 311
 47140 ,  Meredith town," 5,670 "," 3,036 "," 2,634 ", 676 , 15
 51540 ,  New Hampton town," 1,827 "," 1,190 ", 637 , 90 , -
 67300 ,  Sanbornton town," 2,447 "," 1,528 ", 919 , 148 , 20
 77060 ,  Tilton town," 3,324 "," 1,730 "," 1,594 ", 430 , 9
 00420 ,  Albany town, 555 , 336 , 219 , 34 , 4
 03700 ,  Bartlett town," 2,610 "," 1,438 "," 1,172 ", 341 , 30
 07940 ,  Brookfield town, 583 , 363 , 220 , 38 , 2
 11780 ,  Chatham town, 239 , 184 , 55 , - , -
 14660 ,  Conway town," 8,149 "," 4,943 "," 3,206 "," 1,317 ", 179
 23380 ,  Eaton town, 321 , 240 , 81 , 9 , 9
 23620 ,  Effingham town," 1,218 ", 785 , 433 , 47 , 3
 27700 ,  Freedom town," 1,251 ", 840 , 411 , 41 , 4
 32500 ,  Hale's location, 61 , 21 , 40 , - , -
 34500 ,  Hart's Location town, 31 , 29 , 2 , - , -
 38260 ,  Jackson town, 760 , 436 , 324 , 43 , 7
 45060 ,  Madison town," 1,944 "," 1,195 ", 749 , 132 , -
 49380 ,  Moultonborough town," 4,319 "," 2,612 "," 1,707 ", 411 , 51
 58740 ,  Ossipee town," 4,022 "," 2,420 "," 1,602 ", 432 , -
 67780 ,  Sandwich town," 1,231 ", 854 , 377 , 102 , 4
 76100 ,  Tamworth town," 2,420 "," 1,484 ", 936 , 229 , 7
 77620 ,  Tuftonboro town," 2,052 "," 1,285 ", 767 , 131 , 10
 78180 ,  Wakefield town," 3,995 "," 2,105 "," 1,890 ", 364 , 67
 86420 ,  Wolfeboro town," 5,820 "," 2,896 "," 2,924 ", 966 , 6
 00820 ,  Alstead town," 1,846 "," 1,173 ", 673 , 134 , 5
 12260 ,  Chesterfield town," 3,372 "," 2,168 "," 1,204 ", 169 , 40
 19140 ,  Dublin town," 1,406 ", 828 , 578 , 173 , 21
 26500 ,  Fitzwilliam town," 2,033 "," 1,313 ", 720 , 141 , 2
 29220 ,  Gilsum town, 710 , 421 , 289 , 37 , -
 34420 ,  Harrisville town," 1,017 ", 630 , 387 , 31 , -
 36660 ,  Hinsdale town," 3,863 "," 2,540 "," 1,323 ", 397 , 29
 38500 ,  Jaffrey town," 5,164 "," 3,071 "," 2,093 ", 816 , -
 39300 ,  Keene city," 21,609 "," 10,367 "," 11,242 "," 3,752 ", 248
 45460 ,  Marlborough town," 1,897 "," 1,231 ", 666 , 165 , 11
 45700 ,  Marlow town, 680 , 452 , 228 , 22 , 4
 50580 ,  Nelson town, 568 , 386 , 182 , 50 , 7
 64420 ,  Richmond town," 1,008 ", 621 , 387 , 32 , 7
 64580 ,  Rindge town," 5,136 "," 2,852 "," 2,284 ", 446 , 124
 65700 ,  Roxbury town, 219 , 162 , 57 , 6 , 6
 73700 ,  Stoddard town, 882 , 590 , 292 , 44 , -
 74900 ,  Sullivan town, 730 , 560 , 170 , 30 , 2
 75300 ,  Surry town, 676 , 489 , 187 , 4 , 14
 75700 ,  Swanzey town," 6,395 "," 4,047 "," 2,348 ", 691 , 29
 77380 ,  Troy town," 1,860 "," 1,176 ", 684 , 215 , 5
 78420 ,  Walpole town," 3,376 "," 2,035 "," 1,341 ", 339 , 4
 82660 ,  Westmoreland town," 1,681 "," 1,044 ", 637 , 122 , 15
 85540 ,  Winchester town," 3,890 "," 2,084 "," 1,806 ", 653 , -
 05140 ,  Berlin city," 9,800 "," 6,457 "," 3,343 "," 2,109 ", 27
 08420 ,  Cambridge township, - , - , - , - , -
 10100 ,  Carroll town, 631 , 333 , 298 , 62 , 2
 13220 ,  Clarksville town, 287 , 198 , 89 , 10 , 8
 13780 ,  Colebrook town," 2,219 "," 1,339 ", 880 , 385 , 2
 13940 ,  Columbia town, 707 , 501 , 206 , 46 , 3
 16820 ,  Dalton town, 898 , 598 , 300 , 28 , -
 18420 ,  Dixville township, 46 , - , 46 , - , -
 19300 ,  Dummer town, 323 , 285 , 38 , - , -
 25140 ,  Errol town, 304 , 236 , 68 , 23 , 2
 30260 ,  Gorham town," 2,786 "," 1,940 ", 846 , 298 , 41
 31780 ,  Greens grant, - , - , - , - , -
 32420 ,  Hadleys purchase, - , - , - , - , -
 38820 ,  Jefferson town, 958 , 583 , 375 , 75 , 2
 40420 ,  Lancaster town," 3,070 "," 1,566 "," 1,504 ", 609 , 45
 47860 ,  Milan town," 1,253 ", 911 , 342 , 66 , 12
 48260 ,  Millsfield township, 16 , 14 , 2 , - , -
 56100 ,  Northumberland town," 2,322 "," 1,457 ", 865 , 356 , 2
 61620 ,  Pinkhams grant, - , - , - , - , -
 61780 ,  Pittsburg town, 834 , 622 , 212 , 49 , 3
 63860 ,  Randolph town, 326 , 231 , 95 , 9 , -
 68980 ,  Shelburne town, 357 , 257 , 100 , - , 5
 73060 ,  Stark town, 504 , 374 , 130 , 30 , 6
 73380 ,  Stewartstown town, 954 , 578 , 376 , 61 , -
 74180 ,  Stratford town, 891 , 583 , 308 , 103 , 4
 80740 ,  Wentworth location, 49 , 29 , 20 , 8 , -
 84420 ,  Whitefield town," 1,899 "," 1,052 ", 847 , 184 , 11
 00580 ,  Alexandria town," 1,257 ", 752 , 505 , 67 , 12
 02020 ,  Ashland town," 1,819 ", 910 , 909 , 208 , 8
 03940 ,  Bath town, 845 , 565 , 280 , 54 , 3
 05060 ,  Benton town, 299 , 223 , 76 , 6 , 3
 05460 ,  Bethlehem town," 2,087 "," 1,175 ", 912 , 286 , 29
 07540 ,  Bridgewater town, 944 , 598 , 346 , 33 , 4
 07700 ,  Bristol town," 2,847 "," 1,551 "," 1,296 ", 300 , -
 08660 ,  Campton town," 2,564 "," 1,471 "," 1,093 ", 233 , 24
 08980 ,  Canaan town," 3,110 "," 2,122 ", 988 , 211 , 61
 18740 ,  Dorchester town, 338 , 193 , 145 , 21 , 9
 22020 ,  Easton town, 249 , 141 , 108 , 4 , -
 23860 ,  Ellsworth town, 59 , 28 , 31 , - , -
 24340 ,  Enfield town," 4,329 "," 2,388 "," 1,941 ", 592 , 11
 27300 ,  Franconia town, 885 , 454 , 431 , 101 , 9
 30820 ,  Grafton town," 1,066 ", 678 , 388 , 68 , -
 32180 ,  Groton town, 393 , 255 , 138 , 16 , -
 33860 ,  Hanover town," 10,529 "," 4,053 "," 6,476 ", 690 , 329
 34820 ,  Haverhill town," 4,198 "," 2,659 "," 1,539 ", 697 , 71
 35220 ,  Hebron town, 478 , 318 , 160 , 31 , 2
 36900 ,  Holderness town," 1,846 "," 1,165 ", 681 , 138 , 15
 40660 ,  Landaff town, 363 , 232 , 131 , 26 , 13
 41300 ,  Lebanon city," 11,765 "," 6,109 "," 5,656 "," 1,883 ", 275
 41860 ,  Lincoln town," 1,210 ", 726 , 484 , 123 , 13
 42020 ,  Lisbon town," 1,471 ", 756 , 715 , 244 , 8
 42580 ,  Littleton town," 5,508 "," 3,173 "," 2,335 "," 1,011 ", 34
 44100 ,  Lyman town, 454 , 302 , 152 , 36 , 4
 44260 ,  Lyme town," 1,577 ", 974 , 603 , 105 , 16
 48980 ,  Monroe town, 746 , 551 , 195 , 30 , -
 58340 ,  Orange town, 282 , 138 , 144 , 3 , -
 58500 ,  Orford town," 1,012 ", 634 , 378 , 120 , -
 61060 ,  Piermont town, 663 , 444 , 219 , 76 , 11
 62660 ,  Plymouth town," 5,659 "," 2,546 "," 3,113 ", 394 , 77
 65940 ,  Rumney town," 1,426 ", 951 , 475 , 123 , 2
 74740 ,  Sugar Hill town, 547 , 334 , 213 , 27 , -
 76740 ,  Thornton town," 1,761 "," 1,006 ", 755 , 165 , 6
 78740 ,  Warren town, 831 , 425 , 406 , 119 , -
 79380 ,  Waterville Valley town, 249 , 121 , 128 , 24 , -
 80500 ,  Wentworth town, 782 , 569 , 213 , 47 , 3
 87060 ,  Woodstock town," 1,076 ", 543 , 533 , 102 , 8
 01300 ,  Amherst town," 10,091 "," 5,334 "," 4,757 ", 637 , 130
 01700 ,  Antrim town," 2,322 "," 1,426 ", 896 , 222 , 4
 04500 ,  Bedford town," 16,956 "," 9,538 "," 7,418 ", 790 , 113
 04900 ,  Bennington town," 1,315 ", 760 , 555 , 92 , 13
 08100 ,  Brookline town," 3,790 "," 2,127 "," 1,663 ", 251 , 41
 17780 ,  Deering town," 1,772 "," 1,240 ", 532 , 84 , 2
 27140 ,  Francestown town," 1,400 ", 933 , 467 , 58 , 4
 29860 ,  Goffstown town," 16,049 "," 9,459 "," 6,590 "," 1,233 ", 114
 31540 ,  Greenfield town," 1,569 ", 937 , 632 , 74 , 2
 31940 ,  Greenville town," 2,056 "," 1,278 ", 778 , 166 , 11
 33700 ,  Hancock town," 1,658 "," 1,092 ", 566 , 151 , 2
 36180 ,  Hillsborough town," 4,596 "," 2,685 "," 1,911 ", 445 , 97
 37140 ,  Hollis town," 6,552 "," 4,289 "," 2,263 ", 255 , 47
 37940 ,  Hudson town," 21,236 "," 12,505 "," 8,731 "," 1,985 ", 69
 42260 ,  Litchfield town," 6,671 "," 3,985 "," 2,686 ", 409 , 35
 44580 ,  Lyndeborough town," 1,483 ", 926 , 557 , 62 , 22
 45140 ,  Manchester city," 99,771 "," 47,148 "," 52,623 "," 25,248 "," 4,160 "
 46260 ,  Mason town," 1,081 ", 739 , 342 , 45 , 24
 47540 ,  Merrimack town," 23,421 "," 13,435 "," 9,986 "," 2,697 ", 297
 48020 ,  Milford town," 12,588 "," 6,189 "," 6,399 "," 2,529 ", 201
 49140 ,  Mont Vernon town," 1,910 "," 1,270 ", 640 , 53 , 6
 50260 ,  Nashua city," 81,071 "," 40,472 "," 40,599 "," 16,787 "," 3,183 "
 50740 ,  New Boston town," 3,811 "," 2,243 "," 1,568 ", 327 , 26
 51940 ,  New Ipswich town," 3,912 "," 2,729 "," 1,183 ", 298 , 45
 59940 ,  Pelham town," 10,113 "," 6,899 "," 3,214 ", 873 , 37
 60580 ,  Peterborough town," 5,536 "," 2,699 "," 2,837 ", 740 , 16
 68820 ,  Sharon town, 323 , 227 , 96 , 3 , 2
 76260 ,  Temple town," 1,237 ", 784 , 453 , 61 , 42
 79780 ,  Weare town," 7,161 "," 4,620 "," 2,541 ", 404 , 27
 85220 ,  Wilton town," 3,489 "," 2,123 "," 1,366 ", 226 , 23
 85940 ,  Windsor town, 188 , 92 , 96 , 31 , 1
 00660 ,  Allenstown town," 4,524 "," 2,494 "," 2,030 ", 416 , 34
 01460 ,  Andover town," 1,978 "," 1,250 ", 728 , 179 , 22
 06260 ,  Boscawen town," 3,464 "," 2,077 "," 1,387 ", 108 , 75
 06500 ,  Bow town," 6,682 "," 4,390 "," 2,292 ", 508 , 21
 06980 ,  Bradford town," 1,375 ", 822 , 553 , 89 , 11
 09860 ,  Canterbury town," 1,873 "," 1,339 ", 534 , 66 , 2
 12420 ,  Chichester town," 2,099 "," 1,380 ", 719 , 69 , 2
 14200 ,  Concord city," 38,356 "," 18,332 "," 20,024 "," 7,354 ", 494
 16980 ,  Danbury town," 1,026 ", 633 , 393 , 78 , 6
 19460 ,  Dunbarton town," 2,049 "," 1,159 ", 890 , 101 , 13
 24900 ,  Epsom town," 3,780 "," 2,349 "," 1,431 ", 241 , 4
 27380 ,  Franklin city," 7,844 "," 3,981 "," 3,863 "," 1,372 ", 73
 35540 ,  Henniker town," 4,209 "," 2,137 "," 2,072 ", 591 , 57
 35860 ,  Hill town, 943 , 578 , 365 , 54 , 2
 37300 ,  Hooksett town," 10,992 "," 5,797 "," 5,195 ", 883 , 79
 37540 ,  Hopkinton town," 5,116 "," 2,909 "," 2,207 ", 418 , 111
 43380 ,  Loudon town," 4,176 "," 2,868 "," 1,308 ", 195 , 26
 50900 ,  Newbury town," 1,626 "," 1,035 ", 591 , 101 , 29
 52100 ,  New London town," 4,008 "," 2,148 "," 1,860 ", 215 , 47
 54260 ,  Northfield town," 4,285 "," 2,397 "," 1,888 ", 359 , 14
 60020 ,  Pembroke town," 6,455 "," 3,948 "," 2,507 ", 657 , 48
 61940 ,  Pittsfield town," 3,664 "," 2,250 "," 1,414 ", 411 , 51
 66980 ,  Salisbury town," 1,069 ", 727 , 342 , 55 , 10
 75460 ,  Sutton town," 1,478 "," 1,014 ", 464 , 82 , -
 78580 ,  Warner town," 2,610 "," 1,626 ", 984 , 147 , 59
 80020 ,  Webster town," 1,475 ", 997 , 478 , 77 , -
 84900 ,  Wilmot town," 1,079 ", 653 , 426 , 52 , 2
 02340 ,  Atkinson town," 5,767 "," 3,612 "," 2,155 ", 413 , 60
 02820 ,  Auburn town," 4,347 "," 2,863 "," 1,484 ", 242 , 24
 07220 ,  Brentwood town," 2,986 "," 1,786 "," 1,200 ", 98 , 9
 09300 ,  Candia town," 3,640 "," 2,756 ", 884 , 32 , 11
 12100 ,  Chester town," 3,478 "," 2,042 "," 1,436 ", 132 , 4
 17140 ,  Danville town," 3,704 "," 1,701 "," 2,003 ", 298 , -
 17460 ,  Deerfield town," 3,410 "," 1,896 "," 1,514 ", 185 , 21
 17940 ,  Derry town," 31,589 "," 16,602 "," 14,987 "," 4,173 ", 389
